Country Name,Country Code,Indicator Name_x,Year,Inflation,Indicator Name_y,GDP_per_capita,Indicator Name,Exchange_Rate
Cuba,CUB,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7379.01400369289
Curacao,CUW,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.79,GDP per capita (constant 2015 US$),15787.3376825672
Cayman Islands,CYM,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",0.83333,GDP per capita (constant 2015 US$),77285.7966767064
Cyprus,CYP,"Inflation, consumer prices (annual %)",2021,2.44608867175474,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),30228.03515625
Czechia,CZE,"Inflation, consumer prices (annual %)",2021,3.83984491500143,"Official exchange rate (LCU per US$, period average)",21.6781666666667,GDP per capita (constant 2015 US$),20373.8783043424
Germany,DEU,"Inflation, consumer prices (annual %)",2021,3.0666666666667,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),43898.7713207389
Djibouti,DJI,"Inflation, consumer prices (annual %)",2021,1.18191775339798,"Official exchange rate (LCU per US$, period average)",177.721,GDP per capita (constant 2015 US$),2854.15987035097
Dominica,DMA,"Inflation, consumer prices (annual %)",2021,2.22891330700348,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),7738.31730070386
Denmark,DNK,"Inflation, consumer prices (annual %)",2021,1.85304543989681,"Official exchange rate (LCU per US$, period average)",6.2871130825,GDP per capita (constant 2015 US$),59803.9202218941
Dominican Republic,DOM,"Inflation, consumer prices (annual %)",2021,8.2430034798181,"Official exchange rate (LCU per US$, period average)",57.2211166666667,GDP per capita (constant 2015 US$),8344.90510312395
Algeria,DZA,"Inflation, consumer prices (annual %)",2021,7.22606307415475,"Official exchange rate (LCU per US$, period average)",135.064058333333,GDP per capita (constant 2015 US$),4456.74687637774
East Asia & Pacific (excluding high income),EAP,"Inflation, consumer prices (annual %)",2021,2.69891859529198,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8905.88956214936
Early-demographic dividend,EAR,"Inflation, consumer prices (annual %)",2021,4.14968003360264,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3580.09519085706
East Asia & Pacific,EAS,"Inflation, consumer prices (annual %)",2021,2.47710241465446,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),11916.6591236649
Europe & Central Asia (excluding high income),ECA,"Inflation, consumer prices (annual %)",2021,6.91756771076073,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),7538.17706529109
Europe & Central Asia,ECS,"Inflation, consumer prices (annual %)",2021,3.19017771027093,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),24508.7640310929
Ecuador,ECU,"Inflation, consumer prices (annual %)",2021,0.133251386096379,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),5815.09477390949
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",2021,5.21404940513041,"Official exchange rate (LCU per US$, period average)",15.6445272777113,GDP per capita (constant 2015 US$),3837.31992324447
Euro area,EMU,"Inflation, consumer prices (annual %)",2021,2.48650438120822,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),36782.7263539196
Eritrea,ERI,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",15.075,GDP per capita (constant 2015 US$),
Spain,ESP,"Inflation, consumer prices (annual %)",2021,3.09313511976412,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),26705.3629138959
Estonia,EST,"Inflation, consumer prices (annual %)",2021,4.65316673847475,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),21351.3954794853
Ethiopia,ETH,"Inflation, consumer prices (annual %)",2021,26.8395221557722,"Official exchange rate (LCU per US$, period average)",43.73377831884,GDP per capita (constant 2015 US$),822.305881122416
European Union,EUU,"Inflation, consumer prices (annual %)",2021,2.55450699642037,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),33484.6721067007
Fragile and conflict affected situations,FCS,"Inflation, consumer prices (annual %)",2021,4.37147715792633,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1704.61803143629
Finland,FIN,"Inflation, consumer prices (annual %)",2021,2.19457432340004,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),45792.0454180872
Fiji,FJI,"Inflation, consumer prices (annual %)",2021,0.155855722131513,"Official exchange rate (LCU per US$, period average)",2.07063333333333,GDP per capita (constant 2015 US$),4489.96060809938
France,FRA,"Inflation, consumer prices (annual %)",2021,1.64233141038393,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),38030.8571685178
Faroe Islands,FRO,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",6.2871130825,GDP per capita (constant 2015 US$),56495.2991897127
"Micronesia, Fed. Sts.",FSM,"Inflation, consumer prices (annual %)",2021,3.19128406597464,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),3030.84654184752
Gabon,GAB,"Inflation, consumer prices (annual %)",2021,1.08690746519409,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),6479.0490069252
United Kingdom,GBR,"Inflation, consumer prices (annual %)",2021,2.5183710961421,"Official exchange rate (LCU per US$, period average)",0.727064944688323,GDP per capita (constant 2015 US$),45902.8331986448
Georgia,GEO,"Inflation, consumer prices (annual %)",2021,9.56691433824769,"Official exchange rate (LCU per US$, period average)",3.22155833333333,GDP per capita (constant 2015 US$),5175.19865185825
Ghana,GHA,"Inflation, consumer prices (annual %)",2021,9.97108867504442,"Official exchange rate (LCU per US$, period average)",5.8057,GDP per capita (constant 2015 US$),2030.04866500967
Gibraltar,GIB,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",0.727064944688322,GDP per capita (constant 2015 US$),
Guinea,GIN,"Inflation, consumer prices (annual %)",2021,12.5972882566934,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),973.646890096159
"Gambia, The",GMB,"Inflation, consumer prices (annual %)",2021,7.37034758876617,"Official exchange rate (LCU per US$, period average)",51.4844438783833,GDP per capita (constant 2015 US$),689.49323955737
Guinea-Bissau,GNB,"Inflation, consumer prices (annual %)",2021,2.24248879577664,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),727.143395595501
Equatorial Guinea,GNQ,"Inflation, consumer prices (annual %)",2021,-0.0971007664640153,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),5487.92479201992
Greece,GRC,"Inflation, consumer prices (annual %)",2021,1.22382501019854,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),19232.9683327114
Grenada,GRD,"Inflation, consumer prices (annual %)",2021,1.21951193916835,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),8781.46248494156
Greenland,GRL,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",6.2871130825,GDP per capita (constant 2015 US$),48709.9339758895
Guatemala,GTM,"Inflation, consumer prices (annual %)",2021,4.26105127422814,"Official exchange rate (LCU per US$, period average)",7.73438833333333,GDP per capita (constant 2015 US$),4268.62845750072
Guam,GUM,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),33239.4846327875
Guyana,GUY,"Inflation, consumer prices (annual %)",2021,5.03285574626701,"Official exchange rate (LCU per US$, period average)",208.5,GDP per capita (constant 2015 US$),10711.9973374148
High income,HIC,"Inflation, consumer prices (annual %)",2021,2.5183710961421,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),39753.1922462333
"Hong Kong SAR, China",HKG,"Inflation, consumer prices (annual %)",2021,1.56875834445923,"Official exchange rate (LCU per US$, period average)",7.77325,GDP per capita (constant 2015 US$),44530.9483473055
Honduras,HND,"Inflation, consumer prices (annual %)",2021,4.48087963413447,"Official exchange rate (LCU per US$, period average)",24.0166553242681,GDP per capita (constant 2015 US$),2423.76634916911
Heavily indebted poor countries (HIPC),HPC,"Inflation, consumer prices (annual %)",2021,4.48087963413447,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),967.583078913846
Croatia,HRV,"Inflation, consumer prices (annual %)",2021,2.55450699642037,"Official exchange rate (LCU per US$, period average)",6.36008316666667,GDP per capita (constant 2015 US$),15394.4707328085
Haiti,HTI,"Inflation, consumer prices (annual %)",2021,16.8415240198785,"Official exchange rate (LCU per US$, period average)",89.2266365116304,GDP per capita (constant 2015 US$),1292.71954963551
Hungary,HUN,"Inflation, consumer prices (annual %)",2021,5.1109653438286,"Official exchange rate (LCU per US$, period average)",303.140833333333,GDP per capita (constant 2015 US$),15787.9535427563
IBRD only,IBD,"Inflation, consumer prices (annual %)",2021,4.27166381536798,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),6783.29455197322
IDA & IBRD total,IBT,"Inflation, consumer prices (annual %)",2021,4.26020772482841,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5330.50443957853
IDA total,IDA,"Inflation, consumer prices (annual %)",2021,4.18621506523519,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1430.61708230182
IDA blend,IDB,"Inflation, consumer prices (annual %)",2021,3.46677876951927,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2017.41666000453
Indonesia,IDN,"Inflation, consumer prices (annual %)",2021,1.56007882983335,"Official exchange rate (LCU per US$, period average)",14308.1439011897,GDP per capita (constant 2015 US$),3850.68877253903
IDA only,IDX,"Inflation, consumer prices (annual %)",2021,4.48087963413447,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1114.95742128462
Isle of Man,IMN,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",0.727064944688322,GDP per capita (constant 2015 US$),89873.5420093569
India,IND,"Inflation, consumer prices (annual %)",2021,5.13140747176368,"Official exchange rate (LCU per US$, period average)",73.9180128154351,GDP per capita (constant 2015 US$),1965.30943437506
Not classified,INX,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Ireland,IRL,"Inflation, consumer prices (annual %)",2021,2.34034113447046,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),92757.2299985155
"Iran, Islamic Rep.",IRN,"Inflation, consumer prices (annual %)",2021,43.3890162681515,"Official exchange rate (LCU per US$, period average)",42000.0,GDP per capita (constant 2015 US$),5325.54680453553
Iraq,IRQ,"Inflation, consumer prices (annual %)",2021,6.0418648905804,"Official exchange rate (LCU per US$, period average)",1450.0,GDP per capita (constant 2015 US$),4182.5006404573
Iceland,ISL,"Inflation, consumer prices (annual %)",2021,4.44423970189744,"Official exchange rate (LCU per US$, period average)",126.988860204557,GDP per capita (constant 2015 US$),54392.3831477619
Israel,ISR,"Inflation, consumer prices (annual %)",2021,1.47965474722565,"Official exchange rate (LCU per US$, period average)",3.23019832251082,GDP per capita (constant 2015 US$),40804.9689802536
Italy,ITA,"Inflation, consumer prices (annual %)",2021,1.87378325762482,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),32267.7091050201
Jamaica,JAM,"Inflation, consumer prices (annual %)",2021,5.86278242801063,"Official exchange rate (LCU per US$, period average)",150.790105943026,GDP per capita (constant 2015 US$),4958.84580039288
Jordan,JOR,"Inflation, consumer prices (annual %)",2021,1.34609377243117,"Official exchange rate (LCU per US$, period average)",0.71,GDP per capita (constant 2015 US$),3874.32714084633
Japan,JPN,"Inflation, consumer prices (annual %)",2021,-0.23335277939831,"Official exchange rate (LCU per US$, period average)",109.754323839417,GDP per capita (constant 2015 US$),35741.1601062924
Kazakhstan,KAZ,"Inflation, consumer prices (annual %)",2021,8.04147134028391,"Official exchange rate (LCU per US$, period average)",425.9075,GDP per capita (constant 2015 US$),10873.3915275276
Kenya,KEN,"Inflation, consumer prices (annual %)",2021,6.10793603659178,"Official exchange rate (LCU per US$, period average)",109.637746592367,GDP per capita (constant 2015 US$),1698.89578271444
Kyrgyz Republic,KGZ,"Inflation, consumer prices (annual %)",2021,11.9050398185146,"Official exchange rate (LCU per US$, period average)",84.6408220065285,GDP per capita (constant 2015 US$),1132.5546781282
Cambodia,KHM,"Inflation, consumer prices (annual %)",2021,2.92073477592951,"Official exchange rate (LCU per US$, period average)",4098.72279505888,GDP per capita (constant 2015 US$),1938.76436741791
Kiribati,KIR,"Inflation, consumer prices (annual %)",2021,2.05361676773904,"Official exchange rate (LCU per US$, period average)",1.33122425957081,GDP per capita (constant 2015 US$),1893.52679117878
St. Kitts and Nevis,KNA,"Inflation, consumer prices (annual %)",2021,1.19568887038398,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),19031.8211910603
"Korea, Rep.",KOR,"Inflation, consumer prices (annual %)",2021,2.4983333333334,"Official exchange rate (LCU per US$, period average)",1143.95166666667,GDP per capita (constant 2015 US$),32771.0724243229
Kuwait,KWT,"Inflation, consumer prices (annual %)",2021,3.42362947609189,"Official exchange rate (LCU per US$, period average)",0.301643110769949,GDP per capita (constant 2015 US$),26203.2617890389
Latin America & Caribbean (excluding high income),LAC,"Inflation, consumer prices (annual %)",2021,4.27166381536798,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8143.89761140247
Lao PDR,LAO,"Inflation, consumer prices (annual %)",2021,3.75562036658876,"Official exchange rate (LCU per US$, period average)",9697.91578947368,GDP per capita (constant 2015 US$),2556.58912640405
Lebanon,LBN,"Inflation, consumer prices (annual %)",2021,154.756096023393,"Official exchange rate (LCU per US$, period average)",1507.5,GDP per capita (constant 2015 US$),5973.41933892988
Liberia,LBR,"Inflation, consumer prices (annual %)",2021,7.8155938585865,"Official exchange rate (LCU per US$, period average)",166.153700752442,GDP per capita (constant 2015 US$),621.927983063426
Libya,LBY,"Inflation, consumer prices (annual %)",2021,2.86833027751023,"Official exchange rate (LCU per US$, period average)",4.514425,GDP per capita (constant 2015 US$),7733.39007562927
St. Lucia,LCA,"Inflation, consumer prices (annual %)",2021,2.41070312174389,"Official exchange rate (LCU per US$, period average)",2.7,GDP per capita (constant 2015 US$),9336.92127417129
Latin America & Caribbean,LCN,"Inflation, consumer prices (annual %)",2021,3.87805442411132,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),8670.66191916267
Least developed countries: UN classification,LDC,"Inflation, consumer prices (annual %)",2021,4.18621506523519,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1032.24314317615
Low income,LIC,"Inflation, consumer prices (annual %)",2021,5.1332034082496,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),681.870227394456
Liechtenstein,LIE,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Sri Lanka,LKA,"Inflation, consumer prices (annual %)",2021,7.01478071238194,"Official exchange rate (LCU per US$, period average)",198.764316844656,GDP per capita (constant 2015 US$),4357.97225779491
Lower middle income,LMC,"Inflation, consumer prices (annual %)",2021,4.31527983386856,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2132.43099671155
Low & middle income,LMY,"Inflation, consumer prices (annual %)",2021,4.25936417542868,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5113.30798163299
Lesotho,LSO,"Inflation, consumer prices (annual %)",2021,6.04774591950677,"Official exchange rate (LCU per US$, period average)",14.7786782139167,GDP per capita (constant 2015 US$),955.221236301503
Late-demographic dividend,LTE,"Inflation, consumer prices (annual %)",2021,3.49505757399449,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),10611.7468569376
Lithuania,LTU,"Inflation, consumer prices (annual %)",2021,4.68354420903455,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),18569.7057246217
Luxembourg,LUX,"Inflation, consumer prices (annual %)",2021,2.52692009066169,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),110873.185245175
Latvia,LVA,"Inflation, consumer prices (annual %)",2021,3.27582937431156,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),16070.1680032322
"Macao SAR, China",MAC,"Inflation, consumer prices (annual %)",2021,0.0264543647054027,"Official exchange rate (LCU per US$, period average)",8.00553175,GDP per capita (constant 2015 US$),42121.7200893806
St. Martin (French part),MAF,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),
Morocco,MAR,"Inflation, consumer prices (annual %)",2021,1.40195883962015,"Official exchange rate (LCU per US$, period average)",8.98848402414138,GDP per capita (constant 2015 US$),3309.130859375
Monaco,MCO,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),194674.777609089
Moldova,MDA,"Inflation, consumer prices (annual %)",2021,5.10641129002836,"Official exchange rate (LCU per US$, period average)",17.6804661418331,GDP per capita (constant 2015 US$),3688.16729442144
Madagascar,MDG,"Inflation, consumer prices (annual %)",2021,5.81225118787713,"Official exchange rate (LCU per US$, period average)",3829.97784932976,GDP per capita (constant 2015 US$),431.599103078558
Maldives,MDV,"Inflation, consumer prices (annual %)",2021,0.543149688736963,"Official exchange rate (LCU per US$, period average)",15.3726984126984,GDP per capita (constant 2015 US$),9759.22193251033
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Inflation, consumer prices (annual %)",2021,2.86833027751023,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5223.07682453744
Mexico,MEX,"Inflation, consumer prices (annual %)",2021,5.68920847683757,"Official exchange rate (LCU per US$, period average)",20.2724083333333,GDP per capita (constant 2015 US$),9728.05680082173
Marshall Islands,MHL,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),5405.2747359006
Middle income,MIC,"Inflation, consumer prices (annual %)",2021,4.12081596526564,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),5553.00656441625
North Macedonia,MKD,"Inflation, consumer prices (annual %)",2021,3.23074912132919,"Official exchange rate (LCU per US$, period average)",52.1021583333333,GDP per capita (constant 2015 US$),6064.92315120022
Mali,MLI,"Inflation, consumer prices (annual %)",2021,3.9256028310427,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),872.332803686266
Malta,MLT,"Inflation, consumer prices (annual %)",2021,1.49789217934731,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),31437.5030232122
Myanmar,MMR,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1136.9956605414
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Inflation, consumer prices (annual %)",2021,5.21404940513041,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),2904.78451107145
Montenegro,MNE,"Inflation, consumer prices (annual %)",2021,2.41080198403166,"Official exchange rate (LCU per US$, period average)",0.845376564367945,GDP per capita (constant 2015 US$),7321.23528662053
Mongolia,MNG,"Inflation, consumer prices (annual %)",2021,7.35894657888157,"Official exchange rate (LCU per US$, period average)",2849.2886145414,GDP per capita (constant 2015 US$),4063.53669849245
Northern Mariana Islands,MNP,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),16365.016735395
Mozambique,MOZ,"Inflation, consumer prices (annual %)",2021,6.40847652975689,"Official exchange rate (LCU per US$, period average)",65.465,GDP per capita (constant 2015 US$),588.215854695416
Mauritania,MRT,"Inflation, consumer prices (annual %)",2021,3.5651648465019,"Official exchange rate (LCU per US$, period average)",36.0633333333333,GDP per capita (constant 2015 US$),1520.31117904613
Mauritius,MUS,"Inflation, consumer prices (annual %)",2021,4.02852888157382,"Official exchange rate (LCU per US$, period average)",41.6921333333333,GDP per capita (constant 2015 US$),9679.12123882353
Malawi,MWI,"Inflation, consumer prices (annual %)",2021,9.33014410835212,"Official exchange rate (LCU per US$, period average)",805.899650132837,GDP per capita (constant 2015 US$),569.968967322435
Malaysia,MYS,"Inflation, consumer prices (annual %)",2021,2.47710241465446,"Official exchange rate (LCU per US$, period average)",4.14329759817721,GDP per capita (constant 2015 US$),10388.2667120857
North America,NAC,"Inflation, consumer prices (annual %)",2021,4.04652602445637,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),61099.5047550037
Namibia,NAM,"Inflation, consumer prices (annual %)",2021,3.61690530108811,"Official exchange rate (LCU per US$, period average)",14.778675,GDP per capita (constant 2015 US$),3809.80753359714
New Caledonia,NCL,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",100.880222566186,GDP per capita (constant 2015 US$),
Niger,NER,"Inflation, consumer prices (annual %)",2021,3.83786802840501,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),523.263179518652
Nigeria,NGA,"Inflation, consumer prices (annual %)",2021,16.9528457221608,"Official exchange rate (LCU per US$, period average)",401.152029220779,GDP per capita (constant 2015 US$),2372.57314465346
Nicaragua,NIC,"Inflation, consumer prices (annual %)",2021,4.92841396948965,"Official exchange rate (LCU per US$, period average)",35.1710166666667,GDP per capita (constant 2015 US$),2128.30881395452
Netherlands,NLD,"Inflation, consumer prices (annual %)",2021,2.67572008805385,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),49780.8440526836
Norway,NOR,"Inflation, consumer prices (annual %)",2021,3.48388055266683,"Official exchange rate (LCU per US$, period average)",8.59,GDP per capita (constant 2015 US$),77812.7115614383
Nepal,NPL,"Inflation, consumer prices (annual %)",2021,4.14968003360264,"Official exchange rate (LCU per US$, period average)",118.134081604947,GDP per capita (constant 2015 US$),1062.7888430629
Nauru,NRU,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.33122425957081,GDP per capita (constant 2015 US$),8282.3668394419
New Zealand,NZL,"Inflation, consumer prices (annual %)",2021,3.94112060778727,"Official exchange rate (LCU per US$, period average)",1.4138,GDP per capita (constant 2015 US$),41273.3820775381
OECD members,OED,"Inflation, consumer prices (annual %)",2021,2.81528854435833,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),38502.2361135991
Oman,OMN,"Inflation, consumer prices (annual %)",2021,1.68221185876079,"Official exchange rate (LCU per US$, period average)",0.3845,GDP per capita (constant 2015 US$),18291.3387983888
Other small states,OSS,"Inflation, consumer prices (annual %)",2021,2.44608867175474,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),11698.7704539026
Pakistan,PAK,"Inflation, consumer prices (annual %)",2021,9.49621056124947,"Official exchange rate (LCU per US$, period average)",162.906253747418,GDP per capita (constant 2015 US$),1595.02792175422
Panama,PAN,"Inflation, consumer prices (annual %)",2021,1.63070337301895,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),14552.9401574302
Peru,PER,"Inflation, consumer prices (annual %)",2021,4.27166381536798,"Official exchange rate (LCU per US$, period average)",3.88055413137587,GDP per capita (constant 2015 US$),6547.84718181776
Philippines,PHL,"Inflation, consumer prices (annual %)",2021,3.92718022100329,"Official exchange rate (LCU per US$, period average)",49.2545977288412,GDP per capita (constant 2015 US$),3350.97587587776
Palau,PLW,"Inflation, consumer prices (annual %)",2021,2.61248185776488,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),12275.2710683481
Papua New Guinea,PNG,"Inflation, consumer prices (annual %)",2021,4.48359014042398,"Official exchange rate (LCU per US$, period average)",3.50877192982456,GDP per capita (constant 2015 US$),2378.3716816549
Poland,POL,"Inflation, consumer prices (annual %)",2021,5.05502704719269,"Official exchange rate (LCU per US$, period average)",3.86191666666667,GDP per capita (constant 2015 US$),16368.6239689025
Pre-demographic dividend,PRE,"Inflation, consumer prices (annual %)",2021,4.25936417542868,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1422.99505709288
Puerto Rico (US),PRI,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",1.0,GDP per capita (constant 2015 US$),28416.6231262223
"Korea, Dem. People's Rep.",PRK,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),
Portugal,PRT,"Inflation, consumer prices (annual %)",2021,1.26565719069041,"Official exchange rate (LCU per US$, period average)",0.84549413889045,GDP per capita (constant 2015 US$),20747.6991633543
Paraguay,PRY,"Inflation, consumer prices (annual %)",2021,4.78798310123602,"Official exchange rate (LCU per US$, period average)",6774.16273484849,GDP per capita (constant 2015 US$),6278.11006663828
West Bank and Gaza,PSE,"Inflation, consumer prices (annual %)",2021,1.23748102831369,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3051.48607007995
Pacific island small states,PSS,"Inflation, consumer prices (annual %)",2021,2.47788271992721,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),3392.90548608081
Post-demographic dividend,PST,"Inflation, consumer prices (annual %)",2021,2.50835221473775,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),44118.9388148023
French Polynesia,PYF,"Inflation, consumer prices (annual %)",2021,,"Official exchange rate (LCU per US$, period average)",100.880222566186,GDP per capita (constant 2015 US$),20163.2925023796
Qatar,QAT,"Inflation, consumer prices (annual %)",2021,2.30446565742007,"Official exchange rate (LCU per US$, period average)",3.64,GDP per capita (constant 2015 US$),65488.5117911123
Romania,ROU,"Inflation, consumer prices (annual %)",2021,5.05232876096582,"Official exchange rate (LCU per US$, period average)",4.16041666666666,GDP per capita (constant 2015 US$),11607.9771173075
Russian Federation,RUS,"Inflation, consumer prices (annual %)",2021,6.69445891957613,"Official exchange rate (LCU per US$, period average)",73.65435,GDP per capita (constant 2015 US$),10231.318359375
Rwanda,RWA,"Inflation, consumer prices (annual %)",2021,-0.391346748300811,"Official exchange rate (LCU per US$, period average)",988.624806551768,GDP per capita (constant 2015 US$),896.271034197517
South Asia,SAS,"Inflation, consumer prices (annual %)",2021,5.33853088974922,"Official exchange rate (LCU per US$, period average)",,GDP per capita (constant 2015 US$),1957.51785308901
Saudi Arabia,SAU,"Inflation, consumer prices (annual %)",2021,3.06328988941548,"Official exchange rate (LCU per US$, period average)",3.75,GDP per capita (constant 2015 US$),24922.6716948944
Sudan,SDN,"Inflation, consumer prices (annual %)",2021,359.093040779,"Official exchange rate (LCU per US$, period average)",370.790583333333,GDP per capita (constant 2015 US$),1009.54888916016
Senegal,SEN,"Inflation, consumer prices (annual %)",2021,2.18032278088143,"Official exchange rate (LCU per US$, period average)",554.530675033104,GDP per capita (constant 2015 US$),1414.5395109385
Singapore,SGP,"Inflation, consumer prices (annual %)",2021,2.31610315765142,"Official exchange rate (LCU per US$, period average)",1.34348333333333,GDP per capita (constant 2015 US$),67731.2610711717
Solomon Islands,SLB,"Inflation, consumer prices (annual %)",2021,-0.115437894412806,"Official exchange rate (LCU per US$, period average)",8.03010299104933,GDP per capita (constant 2015 US$),1933.17055918223
